Category,TRD_ID,Technical_Requirement_Description,PRD_Relationship,Owner,Comments
Paging,TR-Page-4,"Product paging pattern when configured for operating mode ""UHF Only"", in active state, and asynchronous mode; shall consist of a pair of pages (paging pair) repeated continuously, according to the following configurable optons:
Setting = 6.5s: Intra-pair gap = 6.5s+/-1s; inter-pair gap = 6.5s+/-1s
Setting = 9.5s: Intra-pair gap = 6.5s+/-1s; inter-pair gap = 9.5s+/-1s
Setting = 12.5s: Intra-pair gap = 6.5s+/-1s; inter-pair gap = 12.5s+/-1s
Setting = 24.5s: Intra-pair gap = 6.5s+/-1s; inter-pair gap = 24.5s+/-1s",,,
Paging,TR-Page-5,"Product paging pattern when configured for operating mode ""UHF Only"", in no-motion sleep state, and asynchronous mode; shall consist of three pages (paging triplet) repeated continuously, according to the following timing, independant of active paging profile configuration:
Intra-triplet gap = 6.5s+/-1s; inter-triplet gap = 300s+/-3s",,,
Paging,TR-Page-6,"Product shall support configurable active paging profile with the following settings: 6.5s, 9.5s, 12.5s, and 24.5s",,,
Paging,TR-Page-7,"Product shall use active paging profile settings only when configured for operating mode ""UHF Only"" and ""UHF and BLE"".",,,
Polestar,TR-Pole-1,Product shall support transmitting Polestar BLE location packets to Core Server.,,,
Polestar,TR-Pole-10,Product shall disable IR Rx in asynchronous mode.,,,
Polestar,TR-Pole-11,Product shall disable LF Rx in asynchronous mode.,,,
Polestar,TR-Pole-12,Product shall support profile updates via Polestar network.,,,
Polestar,TR-Pole-13,Product shall transmit Polestar BLE pings at 1 ping per burst in active mode.,,,
Polestar,TR-Pole-14,Product shall support Polestar BLE profile.,,,
Polestar,TR-Pole-15,Product shall support FW upgrades via Polestar network.,,,
Polestar,TR-Pole-16,"Product 10-byte BLE Polestar NAO Button Press packet shall contain the following fields:
- Length (1 byte)
- Advertisement Type (1 byte)
- Advertisement Flag (1 byte)
- Data Length (1 byte)
- Data Type (1 byte)
- Unique Identifier (2 bytes)
- Reserved (1 byte)
- Badge ID (1 byte)
- Reserved (1 byte)",,,
Polestar,TR-Pole-17,"Product shall support forwarding of CenTrak metadata found in a typical 900MHz packet (IRID, LFID, LBI, etc.) via Polestar network.",,,
Polestar,TR-Pole-18,"Product 10-byte BLE Polestar NAO Button Press packet shall set all fixed fields as follows:
- Length = 0x02
- Advertisement Type = 0x01
- Advertisement Flag = 0x06
- Data Length = 0x06
- Data Type = 0x16
- Unique Identifier = 0xEDFD
- Reserved = 0x10
- Reserved = 0x40",,,
Polestar,TR-Pole-19,Product Polestar locating shall support floor-level accuracy within 99% (less than 1 error in 100 samples).,,,
Polestar,TR-Pole-2,Product shall support Polestar BLE profile updates from Core Server.,,,
Polestar,TR-Pole-20,"Product Polestar locating shall support location updates in the form of a zonal location ID, which must be compatible with existing CenTrak IDs and end user software products.",,,
Polestar,TR-Pole-21,Product shall advertise a burst of 10 Polestar BLE location frames at a rate of 100ms every 5m in sleep.,,,
Polestar,TR-Pole-22,"Product shall provide Polestar location updates in the form of latitude, longitude, and altitude coordinates.",,,
Polestar,TR-Pole-23,Product shall support 2-way communication with Polestar network.,,,
Polestar,TR-Pole-24,Product shall support commands via Polestar network.,,,
Polestar,TR-Pole-25,Tag shall support transmitting location packets to Core Server via Polestar.,,,
Polestar,TR-Pole-3,Product shall support Polestar locating with 10m accuracy.,,,
Polestar,TR-Pole-4,Product shall support transmitting Polestar BLE duress button press to Core Server.,,,
Polestar,TR-Pole-5,Product shall transmit location packet every 1s.,,,
Polestar,TR-Pole-6,Product shall transmit duress button press every 70mS for 2 seconds,,,
Polestar,TR-Pole-7,Product shall ignore all button presses other than duress button press.,,,
Polestar,TR-Pole-8,Product supports an active BLE report rate of 1s.,,,
Polestar,TR-Pole-9,Product supports a sleep BLE report rate of 5m.,,,
Range Extender,TR-RE-1,Product shall support Pegasus UHF repeater packet structure.,,,
Range Extender,TR-RE-2,Product shall support Orion UHF repeater packet structure.,,,
Range Extender,TR-RE-3,TBD,,Dheepamari,We need range extender. FW team to provide write-up detailing range extender expected technical behavior for both Pegasus and Orion (as support differs).
Regulatory,TR-Reg-1,"Product shall comply with IEC 62368-1: 2018

NOTE: Official certification required for:
Australia",,Kosta? Petty?,"Determine pull force for each band type

Only required to certify ""musts"". Delighters can be set as future."
Regulatory,TR-Reg-10,BRZIL ???,,Kosta? Petty?,"While this info should be captured, not necessarily a technical requirement"
Regulatory,TR-Reg-11,Macau (FCC equiv / CE),,Kosta? Petty?,"In Orion platform - We can send the event to Server in less than 2secs.
But in Pegasus platform - We can send the event to the RTLS Server with in 3 secs
Unlike the Secure Tag, this device will not send an alarm if patient slides wrist out of band."
Regulatory,TR-Reg-12,"Product shall comply with AS/NZS 62368.1:2022

NOTE: Official certification required for:
Australia",,,
Regulatory,TR-Reg-13,"Product shall comply with Harmonized Standard for access to radio spectrum: 2.4GHz: AS-NZS 4268:2017 (section 3.1)

NOTE: Official certification required for:
Australia",,,
Regulatory,TR-Reg-14,United Kingdom (FCC equiv / CE),,Kosta? Petty?,erase duplicate requirement
Regulatory,TR-Reg-2,"Product shall comply with Harmonized Standard for access to radio spectrum: 25MHz to 1GHz: AS-NZS 4268:2017 (section 3.1)

NOTE: Official certification required for:
Australia",,,
Regulatory,TR-Reg-3,"Product shall comply with Harmonized Standard for Electro Magnetic Compatibility: AS/NZS CISPR 32: 2015+AMD1:2020

NOTE: Official certification required for:
Australia",,,
Regulatory,TR-Reg-4,"Product shall comply with Human exposure: Radiation Protection Series S-1 (refer to section 3.1).AS/NZS 2772.2:2016+AMD1:2018Radiocommunications Equipment (General) Rules 2021.IEC 62479: 2010

NOTE: Official certification required for:
Australia",,,
Regulatory,TR-Reg-5,Hong Kong (FCC equiv / CE),,Kosta? Petty?,"""Server shall be updated..."""
Regulatory,TR-Reg-6,United States (FCC / CE),,Kosta? Petty?,"PM should pick colors, specify pigments"
Regulatory,TR-Reg-7,Latin America (FCC equiv / CE),,Kosta? Petty?,"Call out the specific device type for this product
Create a corresponding requirement for Pegasus"
Regulatory,TR-Reg-8,European Union (FCC equiv / CE),,Kosta? Petty?,"3 different requirements (bullet 1st, add 2nd as note to 1st)

All certifications must be explicitly called out"
Regulatory,TR-Reg-9,Canada (FCC equiv / CE),,Kosta? Petty?,need product dimension requirements 
UHF,TR-UHF-1,Product shall support UHF receive at 35ft under typical application condition in Pegasus,,,
UHF,TR-UHF-10,Product shall support 15 RF frequencies when it is in Orion platform,,,
UHF,TR-UHF-11,Product shall support 13 RF frequencies when it is in Pegasus platform,,,
UHF,TR-UHF-12,Product shall use 150 kbps for Wireless upgrade when it is in Orion System,,,
UHF,TR-UHF-13,Product shall use 76.8 kbps for Wireless upgrade when it is in Pegasus System,,,
UHF,TR-UHF-14,Product shall use Orion RF packet structures when it is in Orion System,,,
UHF,TR-UHF-15,Product shall use Pegasus RF packet structures when it is in Pegasus System,,,
UHF,TR-UHF-16,"Product shall meet the following UHF functional performance criteria:
- Location packet error rate as observed on server: <=10%

Test Setup
- System: Pegasus
- UHF report rate: 24s (always in motion)
- Test Duration: >= 1 hour
- Distance to STAR: 50ft
- Product worn on wrist as in comercial environment
- Congestion1: Fewer than 25 other devices locked to STAR
- Congestion2: Isolate frequency to avoid test environment congestion",,,
UHF,TR-UHF-17,"Product shall meet the following UHF functional performance criteria:
- Location packet error rate as observed on server: <=10%

Test Setup
- System: Orion
- UHF report rate: 24s (always in motion)
- Test Duration: >= 1 hour
- Distance to STAR: 50ft
- Product worn on wrist as in comercial environment
- Congestion1: Fewer than 25 other devices locked to STAR
- Congestion2: Isolate frequency to avoid test environment congestion",,,
UHF,TR-UHF-18,Product shall meet all UHF parametric performance criteria at all supported UHF bitrates.,,,
UHF,TR-UHF-19,Product shall meet all UHF parametric performance criteria on all supported UHF channels.,,,
UHF,TR-UHF-2,Product shall support receiving UHF packets with RSSI >= -85dBm in Pegasus,,,
UHF,TR-UHF-20,Product RX UHF performance shall be reduced by no more than 5% as a result of wearing product on skin as it would be worn by end user.,,,
UHF,TR-UHF-21,"Product shall meet the following UHF functional performance criteria:
- Location packet error rate as observed on server: <=2%

Test Setup
- System: Pegasus
- UHF report rate: 24s (always in motion)
- Test Duration: >= 1 hour
- Distance to STAR: 35ft
- Product worn on wrist as in comercial environment
- Congestion1: Fewer than 25 other devices locked to STAR
- Congestion2: Isolate frequency to avoid test environment congestion",,,
UHF,TR-UHF-22,"Product shall meet the following UHF functional performance criteria:
- Location packet error rate as observed on server: <=2%

Test Setup
- System: Orion
- UHF report rate: 24s (always in motion)
- Test Duration: >= 1 hour
- Distance to STAR: 35ft
- Product worn on wrist as in comercial environment
- Congestion1: Fewer than 25 other devices locked to STAR
- Congestion2: Isolate frequency to avoid test environment congestion",,,
UHF,TR-UHF-23,Product shall support Orion UHF location packet structure.,,,
UHF,TR-UHF-24,Product shall support Orion UHF button press packet structure.,,,
UHF,TR-UHF-25,Product shall support Orion UHF paging packet structure.,,,
UHF,TR-UHF-26,Product shall support Orion UHF OTA upgrade packet structure.,,,
UHF,TR-UHF-27,"Product shall support UHF frequencies as follows:
- Beacon Channel / Data Channel
- 904MHz / 914MHz
- 905MHz / 915MHz
- 906MHz / 916MHz
- 907MHz / 917MHz
- 908MHz / 918MHz
- 909MHz / 919MHz
- 912MHz / 917MHz
- 915MHz / 918MHz
- 868.9MHz / 869.9MHz
- 868.4MHz / 869.9MHz
- 922MHz / 926MHz
- 865.3MHz / 866.3MHz
- 865.7MHz / 866.7MHz
- 868.25MHz / 868.35MHz
- 921.5MHz / 923.5MHz",,,
UHF,TR-UHF-28,Product shall support Pegasus UHF paging packet structure.,,,
UHF,TR-UHF-29,"Product shall support the following UHF data rates:
- 50kbps
- 76kbps
- 150kbps.",,,
UHF,TR-UHF-3,Product shall support receiving UHF packets with RSSI >= -85dBm in Orion,,,
UHF,TR-UHF-30,Product shall support Pegasus UHF location packet structure.,,,
UHF,TR-UHF-31,Product shall support Pegasus UHF OTA upgrade packet structure.,,,
UHF,TR-UHF-32,Product shall support UHF TX random backoff with 32 distinct backoffs for colision avoidance.,,,
UHF,TR-UHF-33,Product shall support Pegasus UHF button press packet structure.,,,
UHF,TR-UHF-34,Product TX UHF performance shall be reduced by no more than 5% as a result of wearing product on skin as it would be worn by end user.,,,
UHF,TR-UHF-35,Product UHF antenna efficiency shall be -10dBi or better.,,,
UHF,TR-UHF-36,Product UHF center frequency shall be tunable during manufacture to align with frequency offset of STARs.,,,
UHF,TR-UHF-37,"Product UHF performance shall meet RX packet error rate as follows:
- PER <= 5%
- STAR positioned 10ft from ground, flat with antenna side facing down.
- Horizontal distance between STAR and product = 35ft
- Spec applies to worst-case product/STAR orientation.
- Packet Error Rate measured at Product",,,
UHF,TR-UHF-38,"Product UHF performance shall meet TX packet error rate as follows:
- PER <= 5%
- STAR positioned 10ft from ground, flat with antenna side facing down.
- Horizontal distance between STAR and product = 35ft
- Spec applies to worst-case product/STAR orientation.
- Packet Error Rate measured at STAR",,,
UHF,TR-UHF-39,"Product UHF performance shall meet TX Upacket RSSI as follows:
- RSSI >= -85dBm
- STAR positioned 10ft from ground, flat with antenna side facing down.
- Horizontal distance between STAR and product = 35ft
- Spec applies to worst-case product/STAR orientation.
- Product TX UHF RSSI value reported in Core Server.",,,
UHF,TR-UHF-4,Product Shall disregard UHF with RSSI of more than -100 in Pegasus,,,
UHF,TR-UHF-5,Product Shall disregard UHF with RSSI of more than -100 in Orion,,,
UHF,TR-UHF-6,Product shall support UHF TX at maximum power level of no less than 0dBm in Pegasus.,,,
UHF,TR-UHF-7,Product shall support UHF TX at maximum power level of no less than 0dBm in Orion.,,,
UHF,TR-UHF-8,Product shall use 50 kbps bitrate for RF communication when it is in Orion system,,,
UHF,TR-UHF-9,Product shall use 76.8 kbps bitrate for RF communication when it is in Pegasus system,,,
Watch Face,TR-Watch-1,"Product shall be configurable to disable IR functionality.

NOTE: Battery saving when watchface accessory is installed.",,,
Watch Face,TR-Watch-2,"Product shall function as intended, with no performance impacts, with the exception of IR locating, when watch face accessory is installed.

NOTE: IR functionality will be impaired and should be disabled in this configuration.",,,
